time,chla,fe,NO3,PO4,sea_surface_temperature_anomaly,silicate,O2,Salinity,uo,vo,wo,spC02,ph,chla_log,month,doy,month_sin,month_cos,doy_sin,doy_cos,kd(light)
19-07-2025,0.15295029,0.002876045,12.609149,0.000164306,1.078476,4.888472,205.76779,29.172068,-0.1393012,0.060361717,-3.89E-06,37.345222,8.049482346,0.142324127,7,200,-0.5,-0.866025404,-0.296712819,-0.954966755,0.032998793
20-07-2025,0.132305,0.002945244,10.6794405,0.000119873,1.6276016,4.9525576,204.73946,29.647297,-0.25385642,0.035512652,2.01E-07,38.546314,8.036712646,0.124255378,7,201,-0.5,-0.866025404,-0.313107041,-0.949717843,0.032880001
21-07-2025,0.11565844,0.002955914,8.658403,8.96E-05,1.733942,5.0651317,203.76566,30.901936,-0.18466909,0.061130688,-1.49E-06,39.429775,8.027363777,0.10944476,7,202,-0.5,-0.866025404,-0.329408482,-0.944187509,0.032231275
22-07-2025,0.10525532,0.003007366,7.340123,7.41E-05,1.9098091,5.1323857,202.91348,31.396383,-0.12684676,0.07435631,-1.39E-06,40.01999,8.020963669,0.100076367,7,203,-0.5,-0.866025404,-0.345612313,-0.938377392,0.03131
23-07-2025,0.09433665,0.00306952,5.5053453,6.11E-05,1.9316502,5.2148147,201.7011,31.585466,-0.18883963,0.11764191,-4.59E-07,40.229958,8.018980026,0.090148381,7,204,-0.5,-0.866025404,-0.361713731,-0.932289213,0.03131
24-07-2025,0.08730121,0.002821346,4.1740313,6.90E-05,1.8912334,5.263316,200.19589,31.306318,-0.08278837,0.10602769,1.61E-07,39.983734,8.021683693,0.083698672,7,205,-0.5,-0.866025404,-0.377707965,-0.925924777,0.032592151
25-07-2025,0.08656876,0.002190257,3.6068752,0.000116869,0.78321266,5.2764697,200.09718,31.39117,0.052887406,0.01221693,-4.22E-08,38.894577,8.031936646,0.083024804,7,206,-0.5,-0.866025404,-0.393590277,-0.91928597,0.036926985
26-07-2025,0.08948812,0.002146346,3.6536286,7.82E-05,0.6039524,5.2470098,200.21844,31.33524,-0.07004175,0.1413371,-7.86E-07,37.99202,8.039948463,0.085707971,7,207,-0.5,-0.866025404,-0.409355959,-0.912374758,0.03986055
27-07-2025,0.08863726,0.002144784,2.940793,6.75E-05,0.5656395,5.3166757,200.31384,31.30398,-0.1196604,0.014749732,1.11E-06,37.818752,8.041666031,0.084926694,7,208,-0.5,-0.866025404,-0.42500034,-0.90519319,0.040540192
28-07-2025,0.08765695,0.002156341,2.3550777,6.60E-05,0.716074,5.364391,200.31169,31.218533,-0.041152224,0.018191107,-1.46E-07,37.856937,8.041342735,0.084025795,7,209,-0.5,-0.866025404,-0.440518784,-0.897743394,0.038457341
29-07-2025,0.08747563,0.002201575,2.061513,0.000129472,0.51646614,5.3695593,200.19324,31.119179,-0.043932647,0.068466954,-1.01E-06,37.7467,8.042030334,0.083859075,7,210,-0.5,-0.866025404,-0.455906694,-0.890027576,0.03803983
30-07-2025,0.090826675,0.002211028,1.7730368,0.000140306,0.48636246,5.387985,200.24559,31.12637,8.25E-05,0.07608913,-5.87E-08,37.542625,8.043982506,0.086935826,7,211,-0.5,-0.866025404,-0.471159508,-0.882048025,0.038247563
31-07-2025,0.09309558,0.002226545,1.6180753,0.000094822,0.4102173,5.4069386,200.47112,31.042816,-0.06693187,0.036668196,-1.15E-06,37.313965,8.046775818,0.089013653,7,212,-0.5,-0.866025404,-0.486272707,-0.873807104,0.038088918
01-08-2025,0.092038535,0.002322052,1.5832185,6.47E-05,0.5923176,5.425364,200.64948,29.58954,-0.16457549,0.08642053,-3.94E-06,36.515137,8.057766914,0.088046165,8,213,-0.866025404,-0.5,-0.501241813,-0.865307254,0.037121214
02-08-2025,0.089726575,0.002531427,1.6078949,6.13E-05,0.76792717,5.4456625,200.72119,28.736835,-0.1264829,0.024717696,-1.49E-06,35.900646,8.066369057,0.085926816,8,214,-0.866025404,-0.5,-0.516062391,-0.856550996,0.036430001
03-08-2025,0.08776711,0.002685336,1.6521965,5.60E-05,0.8814392,5.464752,200.76918,28.80622,-0.009124143,0.015757442,-6.91E-07,36.035805,8.064483643,0.084127072,8,215,-0.866025404,-0.5,-0.530730048,-0.847540923,0.035119817
04-08-2025,0.085840285,0.002841487,1.7142558,5.29E-05,1.1115208,5.488827,200.76198,26.2999,-0.1870121,0.03697286,-1.07E-06,35.55008,8.073018074,0.082354143,8,216,-0.866025404,-0.5,-0.545240439,-0.838279705,0.034589998
05-08-2025,0.08424306,0.003196241,1.8089374,5.21E-05,1.4360504,5.5282874,200.7216,23.426655,-0.27775115,0.05135603,1.88E-06,34.56444,8.089830399,0.080882103,8,217,-0.866025404,-0.5,-0.559589262,-0.828770087,0.03366936
06-08-2025,0.08321605,0.003868079,1.934777,5.84E-05,1.5880394,5.5875783,200.66658,20.99565,-0.4072036,-0.031592548,2.63E-07,33.87985,8.101197243,0.07993444,8,218,-0.866025404,-0.5,-0.573772268,-0.819014887,0.032891855
07-08-2025,0.083774194,0.003975847,2.0748963,8.67E-05,1.383337,5.649973,200.75847,21.646116,-0.07837478,0.10353969,-8.31E-08,33.21894,8.111283302,0.080449573,8,219,-0.866025404,-0.5,-0.587785252,-0.809016994,0.032880001
08-08-2025,0.0866905,0.004069629,2.1983619,0.000115857,1.0171986,5.695455,201.01453,21.827057,-0.21753174,0.056023657,-9.72E-07,33.36205,8.106391907,0.083136839,8,220,-0.866025404,-0.5,-0.601624063,-0.798779373,0.033568792
09-08-2025,0.08838073,0.004471262,2.3303492,7.48E-05,0.80851364,5.753024,201.14641,21.318142,-0.23469144,0.05815399,7.35E-07,33.314686,8.103885651,0.084691023,8,221,-0.866025404,-0.5,-0.6152846,-0.788305056,0.035484761
10-08-2025,0.08755932,0.004829056,2.4760644,5.75E-05,1.0431271,5.8102994,201.14114,18.416739,-0.14310348,0.075684994,1.32E-06,32.234673,8.123710632,0.08393603,8,222,-0.866025404,-0.5,-0.628762815,-0.777597147,0.036123876
11-08-2025,0.0863629,0.005194303,2.5976055,5.33E-05,1.3968239,5.8598094,201.07625,16.292465,-0.28228176,-0.06513969,2.59E-07,30.925663,8.152522087,0.082835328,8,223,-0.866025404,-0.5,-0.642054713,-0.766658819,0.036123876
12-08-2025,0.08554903,0.005181951,2.6481457,5.31E-05,1.7151337,5.889391,200.95982,14.4627075,-0.21636893,0.037357483,-3.29E-07,29.616085,8.180678368,0.082085877,8,224,-0.866025404,-0.5,-0.655156357,-0.755493314,0.035516582
13-08-2025,0.08549662,0.004444509,2.6666977,5.25E-05,1.5446987,5.8881087,200.78738,17.829895,-0.028585553,0.13473497,8.84E-07,30.323765,8.164964676,0.082037597,8,225,-0.866025404,-0.5,-0.668063864,-0.74410394,0.035366729
14-08-2025,0.08558206,0.004177284,2.674851,5.65E-05,1.3363705,5.8726025,200.47803,20.099115,-0.06982373,-0.05476312,-7.78E-07,32.94186,8.114975929,0.082116304,8,226,-0.866025404,-0.5,-0.680773409,-0.732494072,0.036761083
15-08-2025,0.08574509,0.004229986,2.6506028,5.67E-05,1.3428135,5.8621736,200.34541,19.976927,-0.16437045,0.008111484,-5.33E-07,33.56561,8.102788925,0.08226647,8,227,-0.866025404,-0.5,-0.693281227,-0.72066715,0.036671415
16-08-2025,0.08581852,0.00397656,2.6604483,5.09E-05,1.4815865,5.8546996,200.25099,18.393423,-0.3410737,0.05985159,1.13E-06,31.969172,8.131747246,0.082334099,8,228,-0.866025404,-0.5,-0.70558361,-0.708626678,0.036568243
17-08-2025,0.08608232,0.002995867,2.6800601,5.84E-05,1.3927612,5.830991,200.10701,25.224346,-0.1445571,0.22268048,1.33E-06,32.718765,8.120511055,0.08257702,8,229,-0.866025404,-0.5,-0.717676914,-0.696376226,0.038534872
18-08-2025,0.08696905,0.002385284,2.7247992,7.89E-05,1.1161518,5.775992,199.99635,29.964136,0.012509258,0.13475959,2.75E-07,36.169106,8.066761017,0.083393135,8,230,-0.866025404,-0.5,-0.729557554,-0.683919422,0.04073723
19-08-2025,0.08815565,0.002177425,2.759431,6.84E-05,0.81396484,5.7061324,200.00711,30.8785,0.017746506,0.12054433,-1.14E-06,37.500282,8.047311783,0.084484199,8,231,-0.866025404,-0.5,-0.741222011,-0.671259958,0.042504016
20-08-2025,0.08874953,0.002101286,2.8792746,0.000073855,0.66394234,5.6224036,200.10469,30.995575,-0.045745216,0.11377881,-8.91E-07,37.45706,8.047231674,0.085029817,8,232,-0.866025404,-0.5,-0.752666828,-0.658401585,0.042262264
21-08-2025,0.08955496,0.002061384,3.0535688,0.000132017,0.5115452,5.5356464,200.2873,30.920298,-0.024006821,0.009945956,-6.36E-07,37.239098,8.049472809,0.085769319,8,233,-0.866025404,-0.5,-0.763888613,-0.645348113,0.040698659
22-08-2025,0.09234618,0.0020278,3.0658684,0.00015875,0.36847687,5.4513464,200.52495,30.776691,0.029268803,0.038258106,-1.63E-06,36.99351,8.051999092,0.088327842,8,234,-0.866025404,-0.5,-0.774884041,-0.632103411,0.040612306
23-08-2025,0.09533431,0.002025239,3.1954272,0.000133952,0.24924469,5.368297,200.87527,30.367151,-0.092379935,-0.020931592,-4.30E-06,36.72638,8.055094719,0.091059623,8,235,-0.866025404,-0.5,-0.785649855,-0.618671403,0.039346378
24-08-2025,0.09731923,0.002057078,3.5839226,0.00010104,0.2239399,5.2963643,201.2338,30.007215,-0.085447624,-0.08164295,-1.34E-06,36.48366,8.058254242,0.092870142,8,236,-0.866025404,-0.5,-0.796182864,-0.60505607,0.039099351
25-08-2025,0.09570145,0.002114227,4.1836023,0.000070182,0.60170937,5.219402,201.55875,30.356627,-0.020210108,0.19157887,-1.89E-06,36.651814,8.05691433,0.091394752,8,237,-0.866025404,-0.5,-0.806479946,-0.591261445,0.038755342
26-08-2025,0.09341266,0.00215891,5.0671325,6.11E-05,0.4391861,5.110688,201.98053,30.492174,-0.066982284,0.25933394,1.14E-06,36.769974,8.055449486,0.089303686,8,238,-0.866025404,-0.5,-0.816538051,-0.577291617,0.038419999
27-08-2025,0.09168279,0.002168383,5.3918133,6.18E-05,0.39181137,5.0403166,202.23315,30.651505,0.0331014,0.060255926,5.39E-07,36.67371,8.055826187,0.08772035,8,239,-0.866025404,-0.5,-0.826354199,-0.563150724,0.036933884
28-08-2025,0.09004847,0.002167611,5.407806,6.51E-05,0.3421154,5.0095572,202.31686,30.667717,0.041331146,0.13856609,1.14E-06,36.72881,8.054866791,0.086222163,8,240,-0.866025404,-0.5,-0.835925479,-0.548842958,0.036761083
29-08-2025,0.089039505,0.002241378,5.7378516,6.47E-05,0.30002403,4.957803,202.49947,30.65799,-0.08024179,0.1393572,7.19E-07,36.736336,8.053998947,0.08529612,8,241,-0.866025404,-0.5,-0.845249057,-0.534372558,0.037111331
30-08-2025,0.08855688,0.002422697,6.3474464,6.53E-05,0.28881454,4.89411,202.76862,30.609573,-0.117810436,0.06858427,1.11E-06,36.716988,8.051953316,0.084852856,8,242,-0.866025404,-0.5,-0.85432217,-0.519743812,0.037498947
31-08-2025,0.08805311,0.002721582,6.924928,5.72E-05,0.81162834,4.8494086,203.03874,30.278887,-0.114847824,0.07794886,-1.59E-06,36.700718,8.050588608,0.084389962,8,243,-0.866025404,-0.5,-0.863142128,-0.504961055,0.038777698
01-09-2025,0.08744519,0.002936994,7.3575377,5.82E-05,0.8049507,4.807192,203.12952,27.737434,-0.30224657,0.26739717,-2.38E-07,35.225025,8.071201324,0.083831083,9,244,-1,-1.84E-16,-0.871706319,-0.490028666,0.038883802
02-09-2025,0.087737545,0.002619074,7.69844,5.96E-05,0.56186295,4.740137,203.28784,29.537743,-0.185114,0.2974808,4.14E-06,34.76981,8.079008102,0.084099892,9,245,-1,-1.84E-16,-0.880012204,-0.474951072,0.045242094
03-09-2025,0.08812657,0.002388381,7.899588,7.16E-05,0.4454651,4.660026,203.47614,30.824787,-0.116524465,0.025292294,7.53E-07,36.524254,8.05372715,0.084457474,9,246,-1,-1.84E-16,-0.888057323,-0.459732739,0.047861982
04-09-2025,0.08867921,0.002339067,7.998474,6.88E-05,0.36356735,4.59804,203.6527,30.533789,-0.21595737,-0.001515657,6.56E-07,37.151188,8.044473648,0.084965228,9,247,-1,-1.84E-16,-0.895839291,-0.444378178,0.047734275
05-09-2025,0.088942565,0.002362862,8.148676,6.37E-05,0.5674381,4.5467997,203.84952,28.438704,-0.26987165,-0.21428332,1.85E-06,36.93379,8.047151566,0.085207102,9,248,-1,-1.84E-16,-0.903355802,-0.428891938,0.045802124
06-09-2025,0.0886249,0.002608362,8.284811,5.63E-05,1.0213261,4.5172367,204.00934,26.053362,-0.13749117,-0.19573775,2.66E-06,36.968277,8.047544479,0.08491534,9,249,-1,-1.84E-16,-0.91060463,-0.413278608,0.041826498
07-09-2025,0.08795397,0.00297966,8.383384,5.40E-05,1.0918312,4.4934616,204.07288,23.159925,0.028531985,-0.18425666,3.10E-06,36.5069,8.056150436,0.084298841,9,250,-1,-1.84E-16,-0.917583626,-0.397542814,0.039823208
08-09-2025,0.08739161,0.003162963,8.437821,5.34E-05,1.2906437,4.46427,204.13408,21.875885,0.08852214,-0.12874867,3.84E-06,35.545116,8.071805,0.08378181,9,251,-1,-1.84E-16,-0.924290722,-0.38168922,0.038777698
09-09-2025,0.086912,0.003434727,8.447997,5.19E-05,1.4833794,4.447997,204.1287,22.850735,0.17841242,-0.0630988,2.38E-06,35.591522,8.072889328,0.083340648,9,252,-1,-1.84E-16,-0.930723931,-0.365722523,0.039823208
10-09-2025,0.08651572,0.003591115,8.464362,5.26E-05,1.6029491,4.4454546,204.04079,22.909912,0.06743327,0.014353924,4.12E-07,35.52884,8.075327873,0.082975989,9,253,-1,-1.84E-16,-0.936881346,-0.349647455,0.039196204
11-09-2025,0.08637763,0.00321852,8.463178,0.000055262,1.297184,4.4350066,203.98685,24.12042,0.16261387,0.16302735,1.49E-06,35.19554,8.080309868,0.082848887,9,254,-1,-1.84E-16,-0.942761143,-0.333468779,0.038868073
12-09-2025,0.086521566,0.002637585,8.407021,5.24E-05,1.0030212,4.4132457,203.94965,26.217655,0.19265486,0.24129996,5.98E-07,35.83907,8.06947422,0.08298137,9,255,-1,-1.84E-16,-0.94836158,-0.317191289,0.0402123
13-09-2025,0.08661964,0.002263964,8.329171,5.45E-05,0.866909,4.39952,203.84735,27.537863,0.16063678,0.14775762,-3.19E-06,36.67749,8.057314873,0.08307163,9,256,-1,-1.84E-16,-0.953680997,-0.300819808,0.0402123
14-09-2025,0.08675549,0.002087384,8.263178,6.08E-05,0.6247196,4.3900585,203.59096,28.54815,0.028004974,0.10930709,-4.64E-06,36.796352,8.055531502,0.083196643,9,257,-1,-1.84E-16,-0.958717817,-0.284359187,0.0402123
15-09-2025,0.08738975,0.002008663,8.182135,8.66E-05,0.39356613,4.390137,203.44116,29.527805,-0.053478047,0.06761959,-5.59E-06,36.52652,8.058051109,0.0837801,9,258,-1,-1.84E-16,-0.963470549,-0.267814305,0.042106025
16-09-2025,0.08850248,0.002019888,8.123801,6.77E-05,0.5012684,4.3961473,203.3956,30.15205,-0.14116505,0.08599253,-6.67E-06,36.496284,8.057587624,0.08480288,9,259,-1,-1.84E-16,-0.967937783,-0.251190064,0.042146318
17-09-2025,0.088692255,0.002049409,8.102944,5.42E-05,0.7179661,4.3984747,203.45375,30.293242,-0.16898297,0.1312152,-3.94E-06,36.60233,8.057617188,0.08497721,9,260,-1,-1.84E-16,-0.972118197,-0.23449139,0.040093157
18-09-2025,0.08848719,0.002129969,8.111115,4.98E-05,0.8323536,4.42739,203.46724,26.97862,-0.2852558,-0.002828631,-1.16E-06,35.991447,8.067652702,0.084788833,9,261,-1,-1.84E-16,-0.976010551,-0.21772323,0.037743311
19-09-2025,0.088575654,0.002213502,8.125614,4.80E-05,0.99827766,4.6718264,203.35509,27.025038,-0.15501164,-0.09915516,-1.51E-06,35.73468,8.071635246,0.084870102,9,262,-1,-1.84E-16,-0.979613692,-0.200890555,0.036398046
20-09-2025,0.088794746,0.00225097,8.119498,5.16E-05,1.4419308,4.8512373,203.25429,28.074383,-0.16193815,0.08158109,-1.68E-06,36.526337,8.062459946,0.085071347,9,263,-1,-1.84E-16,-0.982926552,-0.183998352,0.034666531
21-09-2025,0.0881403,0.002238403,8.06696,6.24E-05,1.0549088,4.7979617,202.53868,28.967892,-0.23882693,0.075055435,-7.32E-07,36.71756,8.058758736,0.084470092,9,264,-1,-1.84E-16,-0.98594815,-0.167051626,0.034621887
22-09-2025,0.08804818,0.002266924,8.005226,9.12E-05,0.6601963,4.9426975,201.78418,29.092264,-0.081371404,-0.082823925,-1.68E-06,35.965263,8.065271378,0.084385431,9,265,-1,-1.84E-16,-0.98867759,-0.150055398,0.034896124
23-09-2025,0.08874158,0.00229045,7.9488096,5.64E-05,0.8904438,4.9990153,202.047,29.02828,-0.05264207,0.10338448,-7.20E-07,35.61986,8.069628716,0.085022516,9,266,-1,-1.84E-16,-0.991114064,-0.133014707,0.034896124
24-09-2025,0.0886387,0.0023332,7.842275,5.20E-05,0.927227,4.813538,202.37975,28.75746,-0.15480012,0.23346521,-1.88E-06,35.657055,8.070533752,0.084928017,9,267,-1,-1.84E-16,-0.993256849,-0.1159346,0.034609132
25-09-2025,0.08844798,0.002374175,7.649749,5.78E-05,0.82922554,4.677133,202.39621,28.477642,-0.32883543,0.185086,1.20E-06,35.51957,8.072100639,0.08475281,9,268,-1,-1.84E-16,-0.995105311,-0.098820139,0.03670707
26-09-2025,0.08887489,0.002161126,7.102518,6.27E-05,0.57219696,4.495767,202.78775,29.023796,-0.04808978,0.2963031,-1.23E-07,35.476597,8.072756767,0.085144952,9,269,-1,-1.84E-16,-0.996658902,-0.081676395,0.046392087
27-09-2025,0.089223236,0.002074225,6.763387,5.83E-05,0.42375565,4.3990183,202.87204,29.372824,-0.21139513,0.13468538,-1.13E-06,35.78518,8.067338943,0.085464815,9,270,-1,-1.84E-16,-0.997917161,-0.064508449,0.047241539
28-09-2025,0.089059986,0.002100129,6.6913524,5.66E-05,0.5162678,4.381836,202.8837,29.264343,-0.21463323,0.07883963,2.82E-07,35.874847,8.064760208,0.085314926,9,271,-1,-1.84E-16,-0.998879716,-0.047321388,0.044525065
29-09-2025,0.088762864,0.00221738,6.7434216,0.000051111,1.0506897,4.374393,202.88008,28.978931,-0.27268153,0.11302891,-5.46E-06,36.21408,8.060276031,0.085042064,9,272,-1,-1.84E-16,-0.999546281,-0.030120305,0.040447794
30-09-2025,0.088354066,0.002252759,6.719946,4.92E-05,1.2892532,4.362069,202.73044,27.661406,-0.38086456,0.18403174,-1.38E-06,36.133358,8.063480377,0.084666524,9,273,-1,-1.84E-16,-0.999916659,-0.012910296,0.038641009
01-10-2025,0.08818655,0.002091533,6.400196,5.42E-05,0.6473217,4.35757,202.42628,28.947712,-0.13599272,0.24857847,2.03E-06,35.709423,8.069540024,0.084512595,10,274,-0.866025404,0.5,-0.99999074,0.004303538,0.047228817
02-10-2025,0.08840765,0.001926506,5.735085,8.20E-05,0.21426773,4.4247804,202.37015,29.61824,0.02085421,0.12927653,1.47E-07,35.762627,8.066605568,0.084715757,10,275,-0.866025404,0.5,-0.999768502,0.021516097,0.05957377
03-10-2025,0.08894381,0.001862142,5.474786,5.91E-05,0.12911606,4.446679,202.30353,29.650444,-0.027993552,0.111124836,-9.48E-07,35.80152,8.065028191,0.085208245,10,276,-0.866025404,0.5,-0.999250011,0.038722281,0.055032052
04-10-2025,0.08870229,0.001851141,5.394865,0.000057371,0.17847061,4.465762,202.22523,29.591911,0.017669097,0.044212487,8.76E-08,35.79073,8.065292358,0.084986427,10,277,-0.866025404,0.5,-0.998435421,0.05591699,0.047422327
05-10-2025,0.08842758,0.001859722,5.364327,5.83E-05,0.2435131,4.483233,202.07205,29.498343,0.07970504,-0.048571542,-1.99E-07,35.808678,8.064998627,0.084734068,10,278,-0.866025404,0.5,-0.997324973,0.07309513,0.044293359
06-10-2025,0.08821859,0.001887862,5.3677974,6.06E-05,0.3617096,4.4909606,201.99673,29.21041,0.08109949,-0.05142817,-1.17E-06,35.874958,8.064182281,0.084542038,10,279,-0.866025404,0.5,-0.995918996,0.09025161,0.040454008
07-10-2025,0.08816277,0.002149116,5.376456,6.08E-05,0.11684227,4.4980993,201.9653,27.432583,-0.000506889,-0.120942995,-2.50E-06,35.428833,8.069500923,0.084490742,10,280,-0.866025404,0.5,-0.994217907,0.107381347,0.038419999
08-10-2025,0.088243045,0.002550099,5.3663754,6.58E-05,-0.23935318,4.5013924,201.90796,24.466703,-0.04390917,-0.042002108,-1.21E-06,33.811626,8.091741562,0.08456451,10,281,-0.866025404,0.5,-0.992222209,0.124479264,0.038074389
09-10-2025,0.088500135,0.003093211,5.3581915,7.43E-05,-0.31653214,4.497422,201.82457,18.182901,-0.35843217,-0.07479583,-1.54E-06,30.437817,8.148895264,0.084800726,10,282,-0.866025404,0.5,-0.989932495,0.141540295,0.036519669
10-10-2025,0.08885281,0.003588309,5.335697,6.02E-05,-0.42328644,4.5049706,201.8403,18.554884,-0.2385863,-0.02885263,1.62E-06,28.852816,8.179977417,0.085124674,10,283,-0.866025404,0.5,-0.987349442,0.158559385,0.036430001
11-10-2025,0.08882625,0.00366134,5.3176923,5.46E-05,0.005886078,4.517991,201.96289,18.387999,-0.18966644,-0.039156888,3.27E-06,29.369337,8.1726408,0.085100281,10,284,-0.866025404,0.5,-0.984473817,0.17553149,0.036174897
12-10-2025,0.088644974,0.003815573,5.3245025,5.30E-05,0.52579117,4.52893,202.08467,17.01947,-0.35825872,0.059903737,4.88E-08,29.132242,8.181562424,0.08493378,10,285,-0.866025404,0.5,-0.98130647,0.192451582,0.036123876
13-10-2025,0.08859687,0.004197741,5.2186217,5.22E-05,0.50896454,4.646974,202.14539,17.748217,-0.47774854,-0.094469056,3.15E-06,29.46648,8.175546646,0.084889592,10,286,-0.866025404,0.5,-0.977848342,0.209314646,0.036123876
14-10-2025,0.0886793,0.004188018,5.0435963,5.11E-05,0.40428543,4.867945,202.20825,19.93037,-0.3215206,-0.03212572,4.01E-07,30.665852,8.150691986,0.08496531,10,287,-0.866025404,0.5,-0.974100455,0.226115686,0.035946067
15-10-2025,0.08866009,0.004029271,4.9286675,0.000051939,0.37927246,5.0234714,202.29013,21.351559,-0.34846607,-0.011243328,1.69E-06,31.98749,8.124782562,0.084947665,10,288,-0.866025404,0.5,-0.970063922,0.242849722,0.035136353
16-10-2025,0.08860042,0.003915156,4.878006,5.41E-05,0.68675995,5.105361,202.34413,22.290792,-0.26242423,-0.002845888,1.16E-07,32.516617,8.111474037,0.084892853,10,289,-0.866025404,0.5,-0.965739938,0.259511797,0.034305502
17-10-2025,0.088524364,0.003770137,4.855514,5.53E-05,0.92484283,5.1103406,202.31017,22.563137,-0.2784032,0.07852404,2.99E-07,32.955044,8.102649689,0.084822985,10,290,-0.866025404,0.5,-0.961129784,0.276096973,0.034305502
18-10-2025,0.088546515,0.003609651,4.7575264,5.57E-05,0.78658104,5.135111,202.33922,21.52157,-0.42560712,0.116879866,1.80E-06,32.499496,8.109070778,0.084843334,10,291,-0.866025404,0.5,-0.956234827,0.292600336,0.034305502
19-10-2025,0.08859541,0.003603942,4.5654826,5.43E-05,0.84127426,5.253103,202.37813,20.512905,-0.4710511,0.09924075,2.40E-06,31.394403,8.127095222,0.084888251,10,292,-0.866025404,0.5,-0.951056516,0.309016994,0.034305502
20-10-2025,0.08859861,0.003534952,4.3164306,5.17E-05,1.0812874,5.4073544,202.36879,20.109415,-0.46561885,0.13257998,1.32E-06,30.695074,8.139071465,0.08489119,10,293,-0.866025404,0.5,-0.945596387,0.325342085,0.034305502
21-10-2025,0.088433325,0.003428979,4.142946,0.000051103,1.2602177,5.4040055,202.36484,20.913479,-0.46844313,0.12566772,1.25E-06,31.049881,8.131603241,0.084739346,10,294,-0.866025404,0.5,-0.939856058,0.341570769,0.034305502
22-10-2025,0.088195205,0.003340864,3.9730897,5.07E-05,1.399929,5.373404,202.35028,21.629366,-0.5415859,0.10160465,4.95E-07,31.70846,8.11924839,0.084520549,10,295,-0.866025404,0.5,-0.933837229,0.357698239,0.034305502
23-10-2025,0.08801793,0.003263607,3.805315,5.19E-05,1.6649628,5.3805385,202.31163,21.747828,-0.53880787,0.13736212,2.63E-06,32.092216,8.113353729,0.084357628,10,296,-0.866025404,0.5,-0.927541684,0.373719715,0.034305502
24-10-2025,0.08791673,0.003217761,3.7333179,5.30E-05,1.68149,5.3235917,202.36208,21.892958,-0.6159014,0.057892106,3.75E-06,32.306923,8.110913277,0.084264611,10,297,-0.866025404,0.5,-0.920971288,0.38963045,0.034418114
25-10-2025,0.08789849,0.003028935,3.6688435,5.19E-05,1.5971813,5.2839785,202.38336,21.783087,-0.8066028,-0.04251568,1.63E-06,32.403313,8.109980583,0.084247844,10,298,-0.866025404,0.5,-0.914127988,0.405425728,0.033372384
26-10-2025,0.0880466,0.002702992,3.6213863,0.000051842,1.6356945,5.3421283,202.32419,24.752367,-0.6792559,-0.059060913,1.38E-06,33.64513,8.092046738,0.084383978,10,299,-0.866025404,0.5,-0.907013813,0.421100871,0.034382306
27-10-2025,0.08815454,0.002281777,3.5299652,5.43E-05,1.609787,5.283115,202.2526,27.976171,-0.42001438,0.022010813,-4.15E-07,35.894157,8.061203957,0.084483179,10,300,-0.866025404,0.5,-0.89963087,0.436651232,0.03595826
28-10-2025,0.08810558,0.001758418,3.3870792,5.94E-05,1.4933338,5.0105944,202.09952,30.434336,-0.21168067,0.21228363,-6.12E-07,37.412178,8.044452667,0.084438184,10,301,-0.866025404,0.5,-0.891981346,0.452072204,0.038881969
29-10-2025,0.08819324,0.001474279,3.3314736,6.07E-05,1.4231281,4.788881,201.93607,30.921774,-0.19454187,0.19230194,7.39E-07,37.71637,8.041607857,0.084518743,10,302,-0.866025404,0.5,-0.88406751,0.467359217,0.041250542
30-10-2025,0.088252455,0.001397649,3.384032,5.53E-05,1.6856232,4.7211003,201.9122,30.785244,-0.1845783,0.098357886,1.45E-06,37.82779,8.041026115,0.084573157,10,303,-0.866025404,0.5,-0.875891705,0.482507742,0.039532337
31-10-2025,0.08826956,0.001437514,3.4998677,5.22E-05,1.8083191,4.7535195,201.96384,30.705576,-0.13650234,0.04223817,-1.08E-06,38.039433,8.039018631,0.084588875,10,304,-0.866025404,0.5,-0.867456355,0.497513289,0.037003152
01-11-2025,0.088307984,0.001533537,3.6303153,5.21E-05,1.8357811,4.8114734,201.9986,30.581478,-0.11745269,0.011532691,2.84E-07,38.112816,8.038074493,0.084624182,11,305,-0.5,0.866025404,-0.858763958,0.512371412,0.034836728
02-11-2025,0.08849305,0.001757594,3.823929,5.55E-05,1.8089294,4.999009,201.89958,29.727371,-0.2822086,-0.06717796,-1.89E-06,37.802055,8.041106224,0.084794217,11,306,-0.5,0.866025404,-0.849817092,0.527077709,0.033470619
03-11-2025,0.095966,0.002152556,5.1445274,6.27E-05,1.5999565,9.687393,202.14815,28.288343,-0.4094767,0.062444795,-1.16E-06,36.51114,8.056061745,0.091636166,11,307,-0.5,0.866025404,-0.840618406,0.541627821,0.034417886
04-11-2025,0.12941611,0.002637094,9.589037,0.000131198,1.3345985,26.45269,204.60002,26.699394,-0.344884,0.0681245,5.86E-07,35.36803,8.067080498,0.121700782,11,308,-0.5,0.866025404,-0.831170626,0.556017437,0.035227202
05-11-2025,0.17241684,0.003002514,14.797021,0.000240354,1.0838547,42.333813,208.06282,26.684694,-0.23823975,0.13263534,-8.45E-08,34.733147,8.071298599,0.159067293,11,309,-0.5,0.866025404,-0.821476553,0.570242293,0.036601301
